collected_at,lot_name,free_spaces,occupancy_pct
2026-01-26 20:40:45.385379+00,lot_26,153,64.91
2026-01-26 20:40:45.286671+00,lot_24,86,78.82
2026-01-26 20:40:45.187787+00,lot_6,67,82.69
2026-01-26 20:40:45.086699+00,big_springs_2,385,63.61
2026-01-26 20:40:44.935877+00,big_springs_1,253,48.37
2026-01-26 20:35:20.736729+00,lot_50,161,61.02
2026-01-26 20:35:20.638184+00,lot_32,32,87.6
2026-01-26 20:35:20.539581+00,lot_30,65,96.97
2026-01-26 20:35:20.441115+00,lot_26,154,64.68
2026-01-26 20:35:20.341952+00,lot_24,86,78.82
2026-01-26 20:35:20.242661+00,lot_6,66,82.95
2026-01-26 20:35:20.144106+00,big_springs_2,387,63.42
2026-01-26 20:35:19.990534+00,big_springs_1,253,48.37
2026-01-26 20:30:19.437018+00,lot_50,161,61.02
2026-01-26 20:30:19.339364+00,lot_32,24,90.7
2026-01-26 20:30:19.240961+00,lot_30,52,97.57
2026-01-26 20:30:19.142649+00,lot_26,159,63.53
2026-01-26 20:30:19.044799+00,lot_24,91,77.59
2026-01-26 20:30:18.946384+00,lot_6,65,83.2
2026-01-26 20:30:18.847852+00,big_springs_2,390,63.14
2026-01-26 20:30:18.697954+00,big_springs_1,254,48.16
2026-01-26 20:25:25.092832+00,lot_50,165,60.05
2026-01-26 20:25:24.98119+00,lot_32,23,91.09
2026-01-26 20:25:24.870725+00,lot_30,56,97.39
2026-01-26 20:25:24.760728+00,lot_26,157,63.99
2026-01-26 20:25:24.650617+00,lot_24,95,76.6
2026-01-26 20:25:24.540445+00,lot_6,58,85.01
2026-01-26 20:25:24.43046+00,big_springs_2,387,63.42
2026-01-26 20:25:24.259482+00,big_springs_1,252,48.57
2026-01-26 20:20:30.243296+00,lot_50,164,60.29
2026-01-26 20:20:30.134103+00,lot_32,21,91.86
2026-01-26 20:20:30.024817+00,lot_30,56,97.39
2026-01-26 20:20:29.913396+00,lot_26,155,64.45
2026-01-26 20:20:29.803711+00,lot_24,94,76.85
2026-01-26 20:20:29.694058+00,lot_6,56,85.53
2026-01-26 20:20:29.584159+00,big_springs_2,388,63.33
2026-01-26 20:20:29.416078+00,big_springs_1,251,48.78
2026-01-26 20:15:20.718918+00,lot_50,167,59.56
2026-01-26 20:15:20.620936+00,lot_32,23,91.09
2026-01-26 20:15:20.522536+00,lot_30,55,97.43
2026-01-26 20:15:20.422715+00,lot_26,158,63.76
2026-01-26 20:15:20.324398+00,lot_24,96,76.35
2026-01-26 20:15:20.225455+00,lot_6,50,87.08
2026-01-26 20:15:20.125738+00,big_springs_2,383,63.8
2026-01-26 20:15:19.965734+00,big_springs_1,249,49.18
2026-01-26 20:10:26.248158+00,lot_50,167,59.56
2026-01-26 20:10:26.138713+00,lot_32,21,91.86
2026-01-26 20:10:26.029348+00,lot_30,53,97.53
2026-01-26 20:10:25.919583+00,lot_26,162,62.84
2026-01-26 20:10:25.810218+00,lot_24,97,76.11
2026-01-26 20:10:25.700951+00,lot_6,49,87.34
2026-01-26 20:10:25.591445+00,big_springs_2,382,63.89
2026-01-26 20:10:25.424614+00,big_springs_1,253,48.37
2026-01-26 20:05:43.250574+00,lot_50,169,59.08
2026-01-26 20:05:43.142665+00,lot_32,22,91.47
2026-01-26 20:05:43.034735+00,lot_30,25,98.83
2026-01-26 20:05:42.926025+00,lot_26,163,62.61
2026-01-26 20:05:42.815801+00,lot_24,98,75.86
2026-01-26 20:05:42.70753+00,lot_6,51,86.82
2026-01-26 20:05:42.59947+00,big_springs_2,387,63.42
2026-01-26 20:05:42.429633+00,big_springs_1,256,47.76
2026-01-26 20:00:17.27826+00,lot_50,168,59.32
2026-01-26 20:00:17.17943+00,lot_32,18,93.02
2026-01-26 20:00:17.081088+00,lot_30,24,98.88
2026-01-26 20:00:16.982933+00,lot_26,163,62.61
2026-01-26 20:00:16.884604+00,lot_24,97,76.11
2026-01-26 20:00:16.785819+00,lot_6,53,86.3
2026-01-26 20:00:16.687075+00,big_springs_2,386,63.52
2026-01-26 20:00:16.534714+00,big_springs_1,254,48.16
2026-01-26 19:55:24.607386+00,lot_50,170,58.84
2026-01-26 19:55:24.500025+00,lot_32,19,92.64
2026-01-26 19:55:24.392395+00,lot_30,30,98.6
2026-01-26 19:55:24.284914+00,lot_26,163,62.61
2026-01-26 19:55:24.177685+00,lot_24,97,76.11
2026-01-26 19:55:24.070534+00,lot_6,52,86.56
2026-01-26 19:55:23.961268+00,big_springs_2,386,63.52
2026-01-26 19:55:23.796217+00,big_springs_1,257,47.55
2026-01-26 19:50:27.02649+00,lot_50,172,58.35
2026-01-26 19:50:26.927902+00,lot_32,19,92.64
2026-01-26 19:50:26.829361+00,lot_30,44,97.95
2026-01-26 19:50:26.73074+00,lot_26,159,63.53
2026-01-26 19:50:26.632001+00,lot_24,96,76.35
2026-01-26 19:50:26.533435+00,lot_6,54,86.05
2026-01-26 19:50:26.434654+00,big_springs_2,390,63.14
2026-01-26 19:50:26.283101+00,big_springs_1,258,47.35
2026-01-26 19:45:39.499651+00,lot_50,174,57.87
2026-01-26 19:45:39.402575+00,lot_32,20,92.25
2026-01-26 19:45:39.305109+00,lot_30,58,97.29
2026-01-26 19:45:39.202354+00,lot_26,159,63.53
2026-01-26 19:45:39.105106+00,lot_24,103,74.63
2026-01-26 19:45:39.008042+00,lot_6,54,86.05
2026-01-26 19:45:38.910777+00,big_springs_2,397,62.48
2026-01-26 19:45:38.761679+00,big_springs_1,259,47.14
2026-01-26 19:40:47.311091+00,lot_50,176,57.38
2026-01-26 19:40:47.204024+00,lot_32,18,93.02
2026-01-26 19:40:47.095455+00,lot_30,73,96.59
2026-01-26 19:40:46.988267+00,lot_26,161,63.07
2026-01-26 19:40:46.880935+00,lot_24,105,74.14
2026-01-26 19:40:46.773584+00,lot_6,57,85.27
2026-01-26 19:40:46.666047+00,big_springs_2,399,62.29
2026-01-26 19:40:46.497459+00,big_springs_1,259,47.14
2026-01-26 19:35:38.95978+00,lot_50,175,57.63
2026-01-26 19:35:38.862056+00,lot_32,19,92.64
2026-01-26 19:35:38.763306+00,lot_30,94,95.61
2026-01-26 19:35:38.663751+00,lot_26,168,61.47
2026-01-26 19:35:38.565458+00,lot_24,104,74.38
2026-01-26 19:35:38.4679+00,lot_6,64,83.46
2026-01-26 19:35:38.370164+00,big_springs_2,406,61.63
2026-01-26 19:35:38.215628+00,big_springs_1,260,46.94
2026-01-26 19:30:54.804996+00,lot_50,176,57.38
2026-01-26 19:30:54.697161+00,lot_32,16,93.8
2026-01-26 19:30:54.588924+00,lot_30,117,94.54
2026-01-26 19:30:54.481313+00,lot_26,171,60.78
2026-01-26 19:30:54.373724+00,lot_24,107,73.65
2026-01-26 19:30:54.264984+00,lot_6,65,83.2
2026-01-26 19:30:54.154966+00,big_springs_2,404,61.81
2026-01-26 19:30:53.991566+00,big_springs_1,259,47.14
2026-01-26 19:25:23.770606+00,lot_50,175,57.63
2026-01-26 19:25:23.672778+00,lot_32,17,93.41
2026-01-26 19:25:23.574846+00,lot_30,126,94.12
2026-01-26 19:25:23.477098+00,lot_26,171,60.78
2026-01-26 19:25:23.379145+00,lot_24,110,72.91
2026-01-26 19:25:23.280712+00,lot_6,66,82.95
2026-01-26 19:25:23.182691+00,big_springs_2,398,62.38
2026-01-26 19:25:23.033254+00,big_springs_1,257,47.55
2026-01-26 19:20:44.002262+00,lot_50,174,57.87
2026-01-26 19:20:43.892415+00,lot_32,18,93.02
2026-01-26 19:20:43.782548+00,lot_30,133,93.79
2026-01-26 19:20:43.672385+00,lot_26,177,59.4
2026-01-26 19:20:43.562259+00,lot_24,112,72.41
2026-01-26 19:20:43.451756+00,lot_6,63,83.72
2026-01-26 19:20:43.341858+00,big_springs_2,403,61.91
2026-01-26 19:20:43.174906+00,big_springs_1,257,47.55
2026-01-26 19:15:34.093344+00,lot_50,174,57.87
2026-01-26 19:15:33.983024+00,lot_32,18,93.02
2026-01-26 19:15:33.872303+00,lot_30,126,94.12
2026-01-26 19:15:33.761857+00,lot_26,174,60.09
2026-01-26 19:15:33.651081+00,lot_24,114,71.92
2026-01-26 19:15:33.539896+00,lot_6,66,82.95
2026-01-26 19:15:33.429078+00,big_springs_2,405,61.72
2026-01-26 19:15:33.257571+00,big_springs_1,256,47.76
2026-01-26 19:10:45.84489+00,lot_50,173,58.11
2026-01-26 19:10:45.736562+00,lot_32,20,92.25
2026-01-26 19:10:45.628985+00,lot_30,116,94.59
2026-01-26 19:10:45.520886+00,lot_26,175,59.86
2026-01-26 19:10:45.412479+00,lot_24,118,70.94
2026-01-26 19:10:45.303432+00,lot_6,68,82.43
2026-01-26 19:10:45.195181+00,big_springs_2,405,61.72
2026-01-26 19:10:45.030186+00,big_springs_1,255,47.96
2026-01-26 19:05:26.299903+00,lot_50,168,59.32
2026-01-26 19:05:26.201968+00,lot_32,16,93.8
2026-01-26 19:05:26.103541+00,lot_30,81,96.22
2026-01-26 19:05:26.004871+00,lot_26,175,59.86
2026-01-26 19:05:25.906488+00,lot_24,119,70.69
2026-01-26 19:05:25.807388+00,lot_6,60,84.5
2026-01-26 19:05:25.70841+00,big_springs_2,406,61.63
2026-01-26 19:05:25.557823+00,big_springs_1,259,47.14
2026-01-26 19:00:22.752573+00,lot_50,170,58.84
2026-01-26 19:00:22.654136+00,lot_32,6,97.67
2026-01-26 19:00:22.555382+00,lot_30,56,97.39
2026-01-26 19:00:22.45617+00,lot_26,174,60.09
2026-01-26 19:00:22.357519+00,lot_24,121,70.2
2026-01-26 19:00:22.258866+00,lot_6,60,84.5
2026-01-26 19:00:22.159729+00,big_springs_2,406,61.63
2026-01-26 19:00:22.010198+00,big_springs_1,259,47.14
2026-01-26 18:55:27.499064+00,lot_50,171,58.6
2026-01-26 18:55:27.401467+00,lot_32,6,97.67
2026-01-26 18:55:27.302414+00,lot_30,65,96.97
2026-01-26 18:55:27.204852+00,lot_26,176,59.63
2026-01-26 18:55:27.106682+00,lot_24,122,69.95
2026-01-26 18:55:27.008497+00,lot_6,54,86.05
2026-01-26 18:55:26.909823+00,big_springs_2,410,61.25
2026-01-26 18:55:26.758315+00,big_springs_1,259,47.14
2026-01-26 18:50:43.881956+00,lot_50,174,57.87
2026-01-26 18:50:43.771412+00,lot_32,1,99.61
2026-01-26 18:50:43.661246+00,lot_30,90,95.8
2026-01-26 18:50:43.549722+00,lot_26,182,58.26
2026-01-26 18:50:43.438959+00,lot_24,122,69.95
2026-01-26 18:50:43.328091+00,lot_6,58,85.01
2026-01-26 18:50:43.217133+00,big_springs_2,423,60.02
2026-01-26 18:50:43.046602+00,big_springs_1,261,46.73
2026-01-26 18:45:36.216427+00,lot_50,183,55.69
2026-01-26 18:45:36.10765+00,lot_32,7,97.29
2026-01-26 18:45:35.997784+00,lot_30,141,93.42
2026-01-26 18:45:35.888278+00,lot_26,190,56.42
2026-01-26 18:45:35.778559+00,lot_24,122,69.95
2026-01-26 18:45:35.668233+00,lot_6,64,83.46
2026-01-26 18:45:35.558068+00,big_springs_2,432,59.17
2026-01-26 18:45:35.39071+00,big_springs_1,261,46.73
2026-01-26 18:40:49.750892+00,lot_50,187,54.72
2026-01-26 18:40:49.642586+00,lot_32,13,94.96
2026-01-26 18:40:49.534948+00,lot_30,185,91.37
2026-01-26 18:40:49.4269+00,lot_26,199,54.36
2026-01-26 18:40:49.317889+00,lot_24,127,68.72
2026-01-26 18:40:49.204866+00,lot_6,70,81.91
2026-01-26 18:40:49.096101+00,big_springs_2,447,57.75
2026-01-26 18:40:48.931045+00,big_springs_1,261,46.73
2026-01-26 18:35:24.451486+00,lot_50,192,53.51
2026-01-26 18:35:24.353459+00,lot_32,18,93.02
2026-01-26 18:35:24.253035+00,lot_30,238,88.89
2026-01-26 18:35:24.154318+00,lot_26,211,51.61
2026-01-26 18:35:24.055868+00,lot_24,129,68.23
2026-01-26 18:35:23.956854+00,lot_6,75,80.62
2026-01-26 18:35:23.857991+00,big_springs_2,471,55.48
2026-01-26 18:35:23.703035+00,big_springs_1,262,46.53
2026-01-26 18:30:26.444106+00,lot_50,203,50.85
2026-01-26 18:30:26.346071+00,lot_32,23,91.09
2026-01-26 18:30:26.247352+00,lot_30,290,86.47
2026-01-26 18:30:26.149656+00,lot_26,218,50
2026-01-26 18:30:26.051777+00,lot_24,134,67
2026-01-26 18:30:25.954136+00,lot_6,81,79.07
2026-01-26 18:30:25.85639+00,big_springs_2,482,54.44
2026-01-26 18:30:25.707744+00,big_springs_1,261,46.73
2026-01-26 18:25:17.613071+00,lot_50,207,49.88
2026-01-26 18:25:17.514413+00,lot_32,27,89.53
2026-01-26 18:25:17.417282+00,lot_30,325,84.83
2026-01-26 18:25:17.32045+00,lot_26,220,49.54
2026-01-26 18:25:17.22342+00,lot_24,133,67.24
2026-01-26 18:25:17.126441+00,lot_6,88,77.26
2026-01-26 18:25:17.029248+00,big_springs_2,493,53.4
2026-01-26 18:25:16.881924+00,big_springs_1,262,46.53
2026-01-26 18:20:33.5669+00,lot_50,211,48.91
2026-01-26 18:20:33.469107+00,lot_32,32,87.6
2026-01-26 18:20:33.371135+00,lot_30,355,83.43
2026-01-26 18:20:33.273105+00,lot_26,228,47.71
2026-01-26 18:20:33.17515+00,lot_24,135,66.75
2026-01-26 18:20:33.077131+00,lot_6,90,76.74
2026-01-26 18:20:32.978889+00,big_springs_2,505,52.27
2026-01-26 18:20:32.824057+00,big_springs_1,261,46.73
2026-01-26 18:15:23.636197+00,lot_50,213,48.43
2026-01-26 18:15:23.525639+00,lot_32,36,86.05
2026-01-26 18:15:23.414748+00,lot_30,378,82.36
2026-01-26 18:15:23.302067+00,lot_26,228,47.71
2026-01-26 18:15:23.190896+00,lot_24,136,66.5
2026-01-26 18:15:23.079791+00,lot_6,91,76.49
2026-01-26 18:15:22.965248+00,big_springs_2,528,50.09
2026-01-26 18:15:22.796839+00,big_springs_1,260,46.94
2026-01-26 18:10:25.199517+00,lot_50,217,47.46
2026-01-26 18:10:25.102022+00,lot_32,35,86.43
2026-01-26 18:10:25.00429+00,lot_30,396,81.52
2026-01-26 18:10:24.90619+00,lot_26,229,47.48
2026-01-26 18:10:24.808066+00,lot_24,138,66.01
2026-01-26 18:10:24.709151+00,lot_6,97,74.94
2026-01-26 18:10:24.610803+00,big_springs_2,536,49.34
2026-01-26 18:10:24.462028+00,big_springs_1,262,46.53
2026-01-26 18:05:25.473765+00,lot_50,221,46.49
2026-01-26 18:05:25.374687+00,lot_32,39,84.88
2026-01-26 18:05:25.275947+00,lot_30,395,81.57
2026-01-26 18:05:25.176622+00,lot_26,232,46.79
2026-01-26 18:05:25.076968+00,lot_24,146,64.04
2026-01-26 18:05:24.978373+00,lot_6,103,73.39
2026-01-26 18:05:24.878563+00,big_springs_2,547,48.3
2026-01-26 18:05:24.723238+00,big_springs_1,260,46.94
2026-01-26 18:00:43.502741+00,lot_50,219,46.97
2026-01-26 18:00:43.405002+00,lot_32,36,86.05
2026-01-26 18:00:43.306016+00,lot_30,385,82.03
2026-01-26 18:00:43.207119+00,lot_26,231,47.02
2026-01-26 18:00:43.108735+00,lot_24,148,63.55
2026-01-26 18:00:43.010609+00,lot_6,106,72.61
2026-01-26 18:00:42.912515+00,big_springs_2,562,46.88
2026-01-26 18:00:42.758906+00,big_springs_1,260,46.94
2026-01-26 17:55:42.857992+00,lot_50,219,46.97
2026-01-26 17:55:42.761193+00,lot_32,33,87.21
2026-01-26 17:55:42.664289+00,lot_30,398,81.43
2026-01-26 17:55:42.565786+00,lot_26,234,46.33
2026-01-26 17:55:42.467386+00,lot_24,149,63.3
2026-01-26 17:55:42.368948+00,lot_6,115,70.28
2026-01-26 17:55:42.271398+00,big_springs_2,578,45.37
2026-01-26 17:55:42.121413+00,big_springs_1,257,47.55
2026-01-26 17:50:31.211291+00,lot_50,225,45.52
2026-01-26 17:50:31.099966+00,lot_32,43,83.33
2026-01-26 17:50:30.988737+00,lot_30,446,79.19
2026-01-26 17:50:30.876117+00,lot_26,237,45.64
2026-01-26 17:50:30.764571+00,lot_24,157,61.33
2026-01-26 17:50:30.652903+00,lot_6,124,67.96
2026-01-26 17:50:30.541597+00,big_springs_2,598,43.48
2026-01-26 17:50:30.372811+00,big_springs_1,255,47.96
2026-01-26 17:45:19.757267+00,lot_50,231,44.07
2026-01-26 17:45:19.649933+00,lot_32,45,82.56
2026-01-26 17:45:19.542926+00,lot_30,512,76.11
2026-01-26 17:45:19.436017+00,lot_26,246,43.58
2026-01-26 17:45:19.327769+00,lot_24,163,59.85
2026-01-26 17:45:19.220008+00,lot_6,134,65.37
2026-01-26 17:45:19.112349+00,big_springs_2,617,41.68
2026-01-26 17:45:18.941461+00,big_springs_1,254,48.16
2026-01-26 17:40:50.861554+00,lot_50,237,42.62
2026-01-26 17:40:50.764569+00,lot_32,50,80.62
2026-01-26 17:40:50.666685+00,lot_30,554,74.15
2026-01-26 17:40:50.569146+00,lot_26,249,42.89
2026-01-26 17:40:50.471703+00,lot_24,166,59.11
2026-01-26 17:40:50.374472+00,lot_6,142,63.31
2026-01-26 17:40:50.277114+00,big_springs_2,628,40.64
2026-01-26 17:40:50.128355+00,big_springs_1,256,47.76
2026-01-26 17:35:18.087995+00,lot_50,246,40.44
2026-01-26 17:35:17.986523+00,lot_32,57,77.91
2026-01-26 17:35:17.887966+00,lot_30,599,72.05
2026-01-26 17:35:17.789824+00,lot_26,259,40.6
2026-01-26 17:35:17.690448+00,lot_24,173,57.39
2026-01-26 17:35:17.591579+00,lot_6,149,61.5
2026-01-26 17:35:17.493609+00,big_springs_2,643,39.22
2026-01-26 17:35:17.344143+00,big_springs_1,257,47.55
2026-01-26 17:30:39.889099+00,lot_50,249,39.71
2026-01-26 17:30:39.790846+00,lot_32,62,75.97
2026-01-26 17:30:39.692579+00,lot_30,638,70.23
2026-01-26 17:30:39.594264+00,lot_26,266,38.99
2026-01-26 17:30:39.495783+00,lot_24,175,56.9
2026-01-26 17:30:39.397203+00,lot_6,160,58.66
2026-01-26 17:30:39.298767+00,big_springs_2,653,38.28
2026-01-26 17:30:39.149529+00,big_springs_1,258,47.35
2026-01-26 17:25:24.231742+00,lot_50,258,37.53
2026-01-26 17:25:24.133279+00,lot_32,70,72.87
2026-01-26 17:25:24.034802+00,lot_30,656,69.39
2026-01-26 17:25:23.936414+00,lot_26,272,37.61
2026-01-26 17:25:23.836108+00,lot_24,174,57.14
2026-01-26 17:25:23.737077+00,lot_6,160,58.66
2026-01-26 17:25:23.638356+00,big_springs_2,669,36.77
2026-01-26 17:25:23.485382+00,big_springs_1,257,47.55
2026-01-26 17:20:45.226954+00,lot_50,258,37.53
2026-01-26 17:20:45.128576+00,lot_32,73,71.71
2026-01-26 17:20:45.028605+00,lot_30,710,66.87
2026-01-26 17:20:44.929621+00,lot_26,277,36.47
2026-01-26 17:20:44.831044+00,lot_24,184,54.68
2026-01-26 17:20:44.732638+00,lot_6,162,58.14
2026-01-26 17:20:44.633024+00,big_springs_2,677,36.01
2026-01-26 17:20:44.483804+00,big_springs_1,257,47.55
2026-01-26 17:15:27.616397+00,lot_50,263,36.32
2026-01-26 17:15:27.517309+00,lot_32,87,66.28
2026-01-26 17:15:27.418419+00,lot_30,773,63.93
2026-01-26 17:15:27.320126+00,lot_26,279,36.01
2026-01-26 17:15:27.221945+00,lot_24,190,53.2
2026-01-26 17:15:27.12428+00,lot_6,177,54.26
2026-01-26 17:15:27.025534+00,big_springs_2,695,34.31
2026-01-26 17:15:26.873759+00,big_springs_1,254,48.16
2026-01-26 17:10:19.839366+00,lot_50,266,35.59
2026-01-26 17:10:19.728918+00,lot_32,94,63.57
2026-01-26 17:10:19.618315+00,lot_30,816,61.92
2026-01-26 17:10:19.507767+00,lot_26,280,35.78
2026-01-26 17:10:19.396947+00,lot_24,197,51.48
2026-01-26 17:10:19.286412+00,lot_6,183,52.71
2026-01-26 17:10:19.17615+00,big_springs_2,711,32.8
2026-01-26 17:10:19.008517+00,big_springs_1,256,47.76
2026-01-26 17:05:30.145011+00,lot_50,267,35.35
2026-01-26 17:05:30.047158+00,lot_32,104,59.69
2026-01-26 17:05:29.948601+00,lot_30,866,59.59
2026-01-26 17:05:29.848454+00,lot_26,283,35.09
2026-01-26 17:05:29.749784+00,lot_24,211,48.03
2026-01-26 17:05:29.650186+00,lot_6,193,50.13
2026-01-26 17:05:29.552175+00,big_springs_2,725,31.47
2026-01-26 17:05:29.399483+00,big_springs_1,260,46.94
2026-01-26 17:00:34.737007+00,lot_50,276,33.17
2026-01-26 17:00:34.628687+00,lot_32,110,57.36
2026-01-26 17:00:34.519718+00,lot_30,898,58.1
2026-01-26 17:00:34.411329+00,lot_26,287,34.17
2026-01-26 17:00:34.302984+00,lot_24,218,46.31
2026-01-26 17:00:34.194947+00,lot_6,201,48.06
2026-01-26 17:00:34.086658+00,big_springs_2,735,30.53
2026-01-26 17:00:33.921676+00,big_springs_1,260,46.94
2026-01-26 16:55:20.618302+00,lot_50,283,31.48
2026-01-26 16:55:20.510531+00,lot_32,119,53.88
2026-01-26 16:55:20.40251+00,lot_30,931,56.56
2026-01-26 16:55:20.294874+00,lot_26,306,29.82
2026-01-26 16:55:20.182476+00,lot_24,224,44.83
2026-01-26 16:55:20.074031+00,lot_6,210,45.74
2026-01-26 16:55:19.964772+00,big_springs_2,747,29.4
2026-01-26 16:55:19.783842+00,big_springs_1,264,46.12
2026-01-26 16:50:36.109488+00,lot_50,289,30.02
2026-01-26 16:50:36.002241+00,lot_32,129,50
2026-01-26 16:50:35.892998+00,lot_30,1006,53.06
2026-01-26 16:50:35.784764+00,lot_26,306,29.82
2026-01-26 16:50:35.67747+00,lot_24,235,42.12
2026-01-26 16:50:35.569396+00,lot_6,214,44.7
2026-01-26 16:50:35.461545+00,big_springs_2,769,27.32
2026-01-26 16:50:35.298298+00,big_springs_1,263,46.33
2026-01-26 16:45:35.906557+00,lot_50,296,28.33
2026-01-26 16:45:35.795612+00,lot_32,139,46.12
2026-01-26 16:45:35.684972+00,lot_30,1076,49.79
2026-01-26 16:45:35.573865+00,lot_26,314,27.98
2026-01-26 16:45:35.462629+00,lot_24,242,40.39
2026-01-26 16:45:35.351946+00,lot_6,231,40.31
2026-01-26 16:45:35.239367+00,big_springs_2,785,25.8
2026-01-26 16:45:35.06827+00,big_springs_1,263,46.33
2026-01-26 16:40:27.491916+00,lot_50,309,25.18
2026-01-26 16:40:27.394261+00,lot_32,153,40.7
2026-01-26 16:40:27.296322+00,lot_30,1141,46.76
2026-01-26 16:40:27.195564+00,lot_26,323,25.92
2026-01-26 16:40:27.097001+00,lot_24,257,36.7
2026-01-26 16:40:26.999057+00,lot_6,242,37.47
2026-01-26 16:40:26.901243+00,big_springs_2,793,25.05
2026-01-26 16:40:26.752291+00,big_springs_1,263,46.33
2026-01-26 16:35:15.236787+00,lot_50,317,23.24
2026-01-26 16:35:15.126309+00,lot_32,161,37.6
2026-01-26 16:35:15.014779+00,lot_30,1180,44.94
2026-01-26 16:35:14.9034+00,lot_26,332,23.85
2026-01-26 16:35:14.79296+00,lot_24,262,35.47
2026-01-26 16:35:14.682852+00,lot_6,255,34.11
2026-01-26 16:35:14.572696+00,big_springs_2,812,23.25
2026-01-26 16:35:14.404688+00,big_springs_1,261,46.73
2026-01-26 16:30:44.435735+00,lot_50,322,22.03
2026-01-26 16:30:44.324998+00,lot_32,171,33.72
2026-01-26 16:30:44.21489+00,lot_30,1232,42.51
2026-01-26 16:30:44.104059+00,lot_26,340,22.02
2026-01-26 16:30:43.992554+00,lot_24,267,34.24
2026-01-26 16:30:43.882527+00,lot_6,256,33.85
2026-01-26 16:30:43.770867+00,big_springs_2,821,22.4
2026-01-26 16:30:43.592145+00,big_springs_1,262,46.53
2026-01-26 16:25:27.021563+00,lot_50,330,20.1
2026-01-26 16:25:26.910822+00,lot_32,175,32.17
2026-01-26 16:25:26.800202+00,lot_30,1268,40.83
2026-01-26 16:25:26.689282+00,lot_26,348,20.18
2026-01-26 16:25:26.57861+00,lot_24,273,32.76
2026-01-26 16:25:26.467492+00,lot_6,266,31.27
2026-01-26 16:25:26.356358+00,big_springs_2,826,21.93
2026-01-26 16:25:26.186164+00,big_springs_1,263,46.33
2026-01-26 16:20:34.433358+00,lot_50,331,19.85
2026-01-26 16:20:34.335084+00,lot_32,179,30.62
2026-01-26 16:20:34.237487+00,lot_30,1294,39.62
2026-01-26 16:20:34.139821+00,lot_26,348,20.18
2026-01-26 16:20:34.042058+00,lot_24,281,30.79
2026-01-26 16:20:33.944148+00,lot_6,270,30.23
2026-01-26 16:20:33.846434+00,big_springs_2,833,21.27
2026-01-26 16:20:33.696995+00,big_springs_1,263,46.33
2026-01-26 16:15:38.163743+00,lot_50,334,19.13
2026-01-26 16:15:38.05407+00,lot_32,184,28.68
2026-01-26 16:15:37.943565+00,lot_30,1318,38.5
2026-01-26 16:15:37.833829+00,lot_26,349,19.95
2026-01-26 16:15:37.723643+00,lot_24,292,28.08
2026-01-26 16:15:37.612175+00,lot_6,273,29.46
2026-01-26 16:15:37.502388+00,big_springs_2,839,20.7
2026-01-26 16:15:37.328391+00,big_springs_1,263,46.33
2026-01-26 16:10:48.059272+00,lot_50,336,18.64
2026-01-26 16:10:47.961984+00,lot_32,189,26.74
2026-01-26 16:10:47.863824+00,lot_30,1350,37
2026-01-26 16:10:47.765854+00,lot_26,352,19.27
2026-01-26 16:10:47.668009+00,lot_24,299,26.35
2026-01-26 16:10:47.569662+00,lot_6,277,28.42
2026-01-26 16:10:47.471205+00,big_springs_2,845,20.13
2026-01-26 16:10:47.319814+00,big_springs_1,262,46.53
2026-01-26 16:05:44.571563+00,lot_50,336,18.64
2026-01-26 16:05:44.472644+00,lot_32,190,26.36
2026-01-26 16:05:44.374154+00,lot_30,1385,35.37
2026-01-26 16:05:44.275432+00,lot_26,354,18.81
2026-01-26 16:05:44.177674+00,lot_24,309,23.89
2026-01-26 16:05:44.079486+00,lot_6,289,25.32
2026-01-26 16:05:43.975547+00,big_springs_2,854,19.28
2026-01-26 16:05:43.821279+00,big_springs_1,263,46.33
2026-01-26 16:00:35.591135+00,lot_50,338,18.16
2026-01-26 16:00:35.48305+00,lot_32,194,24.81
2026-01-26 16:00:35.374574+00,lot_30,1404,34.48
2026-01-26 16:00:35.266618+00,lot_26,360,17.43
2026-01-26 16:00:35.1569+00,lot_24,313,22.91
2026-01-26 16:00:35.048831+00,lot_6,296,23.51
2026-01-26 16:00:34.82202+00,big_springs_2,1058,0
2026-01-26 16:00:34.656265+00,big_springs_1,264,46.12
2026-01-26 15:55:50.109146+00,lot_50,342,17.19
2026-01-26 15:55:49.998592+00,lot_32,201,22.09
2026-01-26 15:55:49.888676+00,lot_30,1463,31.73
2026-01-26 15:55:49.778585+00,lot_26,358,17.89
2026-01-26 15:55:49.667339+00,lot_24,317,21.92
2026-01-26 15:55:49.556679+00,lot_6,312,19.38
2026-01-26 15:55:49.33367+00,big_springs_1,263,46.33
2026-01-26 15:51:10.765444+00,lot_50,346,16.22
2026-01-26 15:51:10.666888+00,lot_32,210,18.6
2026-01-26 15:51:10.568454+00,lot_30,1536,28.32
2026-01-26 15:51:10.469918+00,lot_26,356,18.35
2026-01-26 15:51:10.371443+00,lot_24,326,19.7
2026-01-26 15:51:10.27306+00,lot_6,322,16.8
2026-01-26 15:51:10.075047+00,big_springs_1,262,46.53
2026-01-26 15:45:50.840008+00,lot_50,352,14.77
2026-01-26 15:45:50.741681+00,lot_32,217,15.89
2026-01-26 15:45:50.642221+00,lot_30,1594,25.62
2026-01-26 15:45:50.543959+00,lot_26,345,20.87
2026-01-26 15:45:50.445543+00,lot_24,333,17.98
2026-01-26 15:45:50.346985+00,lot_6,333,13.95
